titulo,capitulo,articulo,texto,tokens
 TERCERO, I,227,"El total de las multas que se impongan, tratándose de jornaleros, obreros o trabajadores, no podrán exceder del importe a que se refiere el Artículo 21 de la Constitución Política de los Estados Unidos Mexicanos. El recaudador ante quien se haga el entero de la multa, recabará en su caso, el número de afiliación y grupo de salario a que pertenezca, con vista a los documentos justificativos expedidos por la Institución de Seguridad Social de la que sea derecho habiente y que estén vigentes.",131
 TERCERO, I,228,"El pago de la multa deberá hacerse precisamente en la caja recaudadora municipal del lugar donde se cometió la infracción, dentro del término de quince días a partir de la fecha en que se impuso la multa. El pago podrá también hacerse por correo, remitiendo la boleta de infracción con su importe en cheque o giro postal adherido en este caso. El descuento a que se refiere el artículo 229 de la presente Ley, únicamente surtirá efectos si la pieza postal es depositada en cualquier oficina de correo del País, antes de que expire el término de gracia. Las multas podrán pagarse mediante cheque personal sin necesidad de certificación.",159
 TERCERO, I,229,"El infractor que pague la multa, dentro de las veinticuatro horas siguientes a la de su imposición, gozará de un descuento del 50% de su importe. Si el pago de la multa se hace después de las veinticuatro horas, pero dentro de los tres días siguientes al de su imposición, el descuento será únicamente del 25%.",88
 TERCERO, I,230,"Prescribirá en seis meses la acción de las autoridades de tránsito para determinar la responsabilidad de una infracción y para establecer la sanción que le corresponda. La acción del fisco para hacer efectiva las sanciones señaladas en esta Ley, prescribirán en cinco años. En ambos casos, el término de la prescripción corre a partir de la fecha en que se haya cometido la infracción.",98
 TERCERO, I,*231,"Se impondrá multa que habrá de determinarse en las Leyes de Ingresos de los Ayuntamientos, de conformidad con las bases establecidas en esta Ley: a)",41
 TERCERO, I,232,"Se impondrá multa que habrá de determinarse en las Leyes de Ingresos de los Ayuntamientos, de conformidad con las bases establecidas en esta Ley: a)",41
 TERCERO, I,233,"Se impondrá multa que habrá de determinarse en las Leyes de Ingresos de los Ayuntamientos, de conformidad con las bases establecidas en esta Ley: a)",41
 TERCERO, I,234,"Se impondrá multa que habrá de determinarse en las Leyes de Ingresos de los Ayuntamientos, de conformidad con las bases establecidas en esta Ley: 57 a)",43
 TERCERO, I,235,"Se impondrá multa que habrá de determinarse en las Leyes de Ingresos de los Ayuntamientos, de conformidad con las bases establecidas en esta Ley: a)",41
 TERCERO, I,236,"Se impondrá multa que habrá de determinarse en las Leyes de Ingresos de los Ayuntamientos, de conformidad con las bases establecidas en esta Ley: a)",41
 TERCERO, I,237,"Se impondrá multa que habrá de determinarse en las Leyes de Ingresos de los Ayuntamientos, de conformidad con las bases establecidas en esta Ley: a)",41
 TERCERO, I,238,"Las sanciones a esta Ley en que incurran personas que no sean conductores de vehículos, se sancionarán conforme se determine en las Leyes de Ingresos de los Ayuntamientos, de conformidad con las bases establecidas en esta Ley: a)",59
 TERCERO, I,239,"Las Leyes de Ingresos de los Ayuntamientos procurarán englobar la totalidad de las conductas que ameriten sanción, de conformidad con las bases establecidas en la presente Ley.",46
 TERCERO, II,240,"Las sanciones establecidas en esta Ley podrán ser impugnadas mediante la interposición, ante el Juez Calificador, del recurso de revocación, para el cual se aplicarán las disposiciones procedimentales previstas por el Capítulo Tercero del Titulo Segundo, Libro Cuarto de la Ley de Seguridad Pública para el Estado de Sonora. Los interesados afectados por la resolución del Juez Calificador podrán, a su elección, interponer el recurso de inconformidad previsto en el Capítulo Quinto del Título Décimo Cuarto de la Ley de Gobierno y Administración Municipal o intentar el juicio correspondiente ante el Tribunal de lo Contencioso Administrativo del Estado.",163
 TERCERO, II,241,Se deroga.,4
 TERCERO, II,242,Se deroga.,4
 TERCERO, II,243,"Si se trata exclusivamente de inconformarse por la imposición de la sanción de multa derivada de los supuestos establecidos en los artículos 231 al 238 de esta Ley, el recurso de revocación podrá hacerse valer por comparecencia, ante el Juez Calificador quien dictará su resolución, transcribiendo sucintamente de acuerdo al margen de la boleta de la infracción, con su rúbrica.",103
